dacs,△Gooh,△Go,△Goh,Z_A,Z_B,r_A,r_B,R_A,R_B,N_A,N_B,EP_A,EP_B,EA_A,EA_B,IE_A,IE_B
OsTc,3.751837509,0.945062543,0.42569336,76,43,135,136,216,209,8,7,2.2,2.1,1.077661,0.636,8.4382,7.28
OsRu,3.812356799,1.311322437,0.806078299,76,44,135,134,216,207,8,8,2.2,2.2,1.077661,1.04627,8.4382,7.3605
OsRh,3.909531703,1.276464122,0.734969838,76,45,135,134,216,195,8,9,2.2,2.28,1.077661,1.14289,8.4382,7.4589
OsPd,3.791100142,0.931339287,0.70250526,76,46,135,137,216,202,8,10,2.2,2.2,1.077661,0.56214,8.4382,8.3369
OsAg,3.539327052,0.664567676,0.515210548,76,47,135,144,216,203,8,11,2.2,1.93,1.077661,1.30447,8.4382,7.5762
OsCd,-3.454929469,-0.06740232,-0.285379058,76,48,135,148.9,216,230,8,12,2.2,1.69,1.077661,-0.7,8.4382,8.9938
OsIn,-4.382531192,-0.251840344,-2.294652461,76,49,135,167,216,236,8,13,2.2,1.78,1.077661,0.38392,8.4382,5.7864
OsSn,-4.06148048,-0.260414993,-2.9382317,76,50,135,151,216,233,8,14,2.2,1.96,1.077661,1.11207,8.4382,7.3439
OsW,3.776099066,0.837709408,0.189094617,76,74,135,139,216,210,8,6,2.2,1.7,1.077661,0.8165,8.4382,7.864
OsRe,3.701135579,1.045428104,0.435261621,76,75,135,137,216,217,8,7,2.2,1.9,1.077661,0.060396,8.4382,7.8335
OsOs,3.75009502,1.36212566,0.743510222,76,76,135,135,216,216,8,8,2.2,2.2,1.077661,1.077661,8.4382,8.4382
OsIr,3.910582977,1.247265986,0.825033107,76,77,135,135.5,216,202,8,9,2.2,2.2,1.077661,1.564057,8.4382,8.967
OsPt,3.501392718,0.978807929,0.71426919,76,78,135,138.5,216,209,8,10,2.2,2.2,1.077661,2.1251,8.4382,8.9588
OsAu,3.272016217,0.365236219,0.386055082,76,79,135,144,216,217,8,11,2.2,2.4,1.077661,2.30861,8.4382,9.2255
OsBi,-4.06148048,-0.304896684,-2.9382317,76,83,135,154.7,216,243,8,15,2.2,1.9,1.077661,0.942362,8.4382,7.2855
IrTi,-4.106357432,2.198201181,0.501574161,77,22,135.5,147,202,187,9,4,2.2,1.54,1.564057,0.07554,8.967,6.8281
IrV,1.908318055,2.967385085,1.294146777,77,23,135.5,134,202,179,9,5,2.2,1.63,1.564057,0.52766,8.967,6.7462
IrCr,4.70056265,3.008151144,1.539230171,77,24,135.5,128,202,189,9,6,2.2,1.66,1.564057,0.675928,8.967,6.7665
IrMn,4.727880877,3.084804357,1.603778259,77,25,135.5,127,202,197,9,7,2.2,1.55,1.564057,-0.5,8.967,7.434
IrFe,4.754469632,3.234959322,1.827329064,77,26,135.5,126,202,194,9,8,2.2,1.83,1.564057,0.153236,8.967,7.9024
IrCo,4.742909783,3.20005432,1.764116114,77,27,135.5,125,202,192,9,9,2.2,1.88,1.564057,0.662255,8.967,7.881
IrNi,4.321120403,2.772753015,1.527393139,77,28,135.5,124,202,184,9,10,2.2,1.91,1.564057,1.157368,8.967,7.6399
IrCu,4.258116397,2.674208523,1.66887479,77,29,135.5,128,202,186,9,11,2.2,1.9,1.564057,1.23578,8.967,7.7264
IrZn,4.1967629,1.799850252,1.63984846,77,30,135.5,134,202,210,9,12,2.2,1.65,1.564057,-0.6,8.967,9.3942
IrZr,-4.504474705,2.014924482,-0.671188944,77,40,135.5,160,202,186,9,4,2.2,1.33,1.564057,0.433283,8.967,6.6339
IrNb,-4.557120005,2.237172537,0.333198195,77,41,135.5,146,202,207,9,5,2.2,1.6,1.564057,0.9174,8.967,6.7589
IrMo,4.463172001,2.305488054,1.129539583,77,42,135.5,139,202,209,9,6,2.2,2.16,1.564057,0.74723,8.967,7.0924
IrTc,4.450937033,2.453725286,1.257259486,77,43,135.5,136,202,209,9,7,2.2,2.1,1.564057,0.636,8.967,7.28
IrRu,4.582210431,2.987815817,1.637644425,77,44,135.5,134,202,207,9,8,2.2,2.2,1.564057,1.04627,8.967,7.3605
IrRh,4.679385334,2.978849376,1.566535964,77,45,135.5,134,202,195,9,9,2.2,2.28,1.564057,1.14289,8.967,7.4589
IrPd,4.153668356,2.457337313,1.534071386,77,46,135.5,137,202,202,9,10,2.2,2.2,1.564057,0.56214,8.967,8.3369
IrAg,3.901895266,2.083893287,1.346776674,77,47,135.5,144,202,203,9,11,2.2,1.93,1.564057,1.30447,8.967,7.5762
IrCd,-3.88333686,1.440269214,0.546187068,77,48,135.5,148.9,202,230,9,12,2.2,1.69,1.564057,-0.7,8.967,8.9938
IrIn,-5.110024183,1.246360377,-1.463086335,77,49,135.5,167,202,236,9,13,2.2,1.78,1.564057,0.38392,8.967,5.7864
IrSn,-4.788973471,1.253283196,-2.106665574,77,50,135.5,151,202,233,9,14,2.2,1.96,1.564057,1.11207,8.967,7.3439
IrW,4.47519859,2.24280582,1.020660743,77,74,135.5,139,202,210,9,6,2.2,1.7,1.564057,0.8165,8.967,7.864
IrRe,4.400235103,2.329726528,1.266827747,77,75,135.5,137,202,217,9,7,2.2,1.9,1.564057,0.060396,8.967,7.8335
IrOs,4.519948652,2.837952695,1.575076348,77,76,135.5,135,202,216,9,8,2.2,2.2,1.564057,1.077661,8.967,8.4382
IrIr,4.680436608,2.931916729,1.656599233,77,77,135.5,135.5,202,202,9,9,2.2,2.2,1.564057,1.564057,8.967,8.967
IrPt,3.863960932,2.453749917,1.545835316,77,78,135.5,138.5,202,209,9,10,2.2,2.2,1.564057,2.1251,8.967,8.9588
IrAu,3.634584431,1.580585495,1.217621208,77,79,135.5,144,202,217,9,11,2.2,2.4,1.564057,2.30861,8.967,9.2255
IrBi,-4.788973471,1.208801505,-2.106665574,77,83,135.5,154.7,202,243,9,15,2.2,1.9,1.564057,0.942362,8.967,7.2855
PtTi,-4.158408343,3.132584023,0.86927723,78,22,138.5,147,209,187,10,4,2.2,1.54,2.1251,0.07554,8.9588,6.8281
PtV,1.81658006,3.977789084,1.661849846,78,23,138.5,134,209,179,10,5,2.2,1.63,2.1251,0.52766,8.9588,6.7462
PtCr,4.565613618,4.023946425,1.906933241,78,24,138.5,128,209,189,10,6,2.2,1.66,2.1251,0.675928,8.9588,6.7665
PtMn,4.627599783,3.902310545,1.971481328,78,25,138.5,127,209,197,10,7,2.2,1.55,2.1251,-0.5,8.9588,7.434
PtFe,4.736069104,4.12407457,2.195032134,78,26,138.5,126,209,194,10,8,2.2,1.83,2.1251,0.153236,8.9588,7.9024
PtCo,4.761276889,4.140343478,2.131819183,78,27,138.5,125,209,192,10,9,2.2,1.88,2.1251,0.662255,8.9588,7.881
PtNi,4.720313701,3.685744935,1.895096208,78,28,138.5,124,209,184,10,10,2.2,1.91,2.1251,1.157368,8.9588,7.6399
PtCu,4.650937093,3.738864876,2.036577859,78,29,138.5,128,209,186,10,11,2.2,1.9,2.1251,1.23578,8.9588,7.7264
PtZn,4.624251534,3.310531293,2.00755153,78,30,138.5,134,209,210,10,12,2.2,1.65,2.1251,-0.6,8.9588,9.3942
PtZr,-4.638098154,2.917339167,-0.303485874,78,40,138.5,160,209,186,10,4,2.2,1.33,2.1251,0.433283,8.9588,6.6339
PtNb,-4.632955818,3.364152171,0.700901264,78,41,138.5,146,209,207,10,5,2.2,1.6,2.1251,0.9174,8.9588,6.7589
PtMo,4.767518838,3.540581855,1.497242652,78,42,138.5,139,209,209,10,6,2.2,2.16,2.1251,0.74723,8.9588,7.0924
PtTc,4.75528387,3.613783301,1.624962555,78,43,138.5,136,209,209,10,7,2.2,2.1,2.1251,0.636,8.9588,7.28
PtRu,4.557491004,4.080951867,2.005347495,78,44,138.5,134,209,207,10,8,2.2,2.2,2.1251,1.04627,8.9588,7.3605
PtRh,4.679873692,4.014228041,1.934239033,78,45,138.5,134,209,195,10,9,2.2,2.28,2.1251,1.14289,8.9588,7.4589
PtPd,4.910276956,3.838493745,1.901774456,78,46,138.5,137,209,202,10,10,2.2,2.2,2.1251,0.56214,8.9588,8.3369
PtAg,4.687552581,3.384361324,1.714479744,78,47,138.5,144,209,203,10,11,2.2,1.93,2.1251,1.30447,8.9588,7.5762
PtCd,-3.11430561,2.870539075,0.913890137,78,48,138.5,148.9,209,230,10,12,2.2,1.69,2.1251,-0.7,8.9588,8.9938
PtIn,-4.640736097,2.566063596,-1.095383266,78,49,138.5,167,209,236,10,13,2.2,1.78,2.1251,0.38392,8.9588,5.7864
PtSn,-4.120252361,2.628222407,-1.738962504,78,50,138.5,151,209,233,10,14,2.2,1.96,2.1251,1.11207,8.9588,7.3439
PtW,4.762998673,3.569517371,1.388363813,78,74,138.5,139,209,210,10,6,2.2,1.7,2.1251,0.8165,8.9588,7.864
PtRe,4.764563609,3.722168597,1.634530816,78,75,138.5,137,209,217,10,7,2.2,1.9,2.1251,0.060396,8.9588,7.8335
PtOs,4.566770743,4.318584798,1.942779418,78,76,138.5,135,209,216,10,8,2.2,2.2,2.1251,1.077661,8.9588,8.4382
PtIr,4.664378211,4.129814728,2.024302302,78,77,138.5,135.5,209,202,10,9,2.2,2.2,2.1251,1.564057,8.9588,8.967
PtPt,4.604022778,3.929710896,1.913538386,78,78,138.5,138.5,209,209,10,10,2.2,2.2,2.1251,2.1251,8.9588,8.9588
PtAu,4.491783263,3.63349813,1.585324277,78,79,138.5,144,209,217,10,11,2.2,2.4,2.1251,2.30861,8.9588,9.2255
PtBi,-4.136799115,2.631131795,-1.738962504,78,83,138.5,154.7,209,243,10,15,2.2,1.9,2.1251,0.942362,8.9588,7.2855
AuTi,-4.103845648,4.010622812,0.931127979,79,22,144,147,217,187,11,4,2.4,1.54,2.30861,0.07554,9.2255,6.8281
AuV,1.60208073,4.451883322,1.723700595,79,23,144,134,217,179,11,5,2.4,1.63,2.30861,0.52766,9.2255,6.7462
AuCr,4.351114288,4.567527599,1.96878399,79,24,144,128,217,189,11,6,2.4,1.66,2.30861,0.675928,9.2255,6.7665
AuMn,4.413100453,4.462875798,2.033332077,79,25,144,127,217,197,11,7,2.4,1.55,2.30861,-0.5,9.2255,7.434
AuFe,4.521569774,4.750633718,2.256882883,79,26,144,126,217,194,11,8,2.4,1.83,2.30861,0.153236,9.2255,7.9024
AuCo,4.546777558,4.769836164,2.193669932,79,27,144,125,217,192,11,9,2.4,1.88,2.30861,0.662255,9.2255,7.881
AuNi,4.505814371,4.211818365,1.956946957,79,28,144,124,217,184,11,10,2.4,1.91,2.30861,1.157368,9.2255,7.6399
AuCu,4.417646997,4.290924151,2.098428608,79,29,144,128,217,186,11,11,2.4,1.9,2.30861,1.23578,9.2255,7.7264
AuZn,4.398900689,3.952652746,2.069402278,79,30,144,134,217,210,11,12,2.4,1.65,2.30861,-0.6,9.2255,9.3942
AuZr,-4.583535459,3.397204667,-0.241635125,79,40,144,160,217,186,11,4,2.4,1.33,2.30861,0.433283,9.2255,6.6339
AuNb,-4.559560791,4.264220651,0.762752013,79,41,144,146,217,207,11,5,2.4,1.6,2.30861,0.9174,9.2255,6.7589
AuMo,4.559616872,4.330925447,1.559093401,79,42,144,139,217,209,11,6,2.4,2.16,2.30861,0.74723,9.2255,7.0924
AuTc,4.559616872,4.209255162,1.686813304,79,43,144,136,217,209,11,7,2.4,2.1,2.30861,0.636,9.2255,7.28
AuRu,4.349589038,4.498656608,2.067198244,79,44,144,134,217,207,11,8,2.4,2.2,2.30861,1.04627,9.2255,7.3605
AuRh,4.453139393,4.467033127,1.996089782,79,45,144,134,217,195,11,9,2.4,2.28,2.30861,1.14289,9.2255,7.4589
AuPd,4.683542658,4.554849245,1.963625204,79,46,144,137,217,202,11,10,2.4,2.2,2.30861,0.56214,9.2255,8.3369
AuAg,4.443068021,4.355299246,1.776330492,79,47,144,144,217,203,11,11,2.4,1.93,2.30861,1.30447,9.2255,7.5762
AuCd,-3.140732734,3.569610732,0.975740886,79,48,144,148.9,217,230,11,12,2.4,1.69,2.30861,-0.7,9.2255,8.9938
AuIn,-4.667163221,2.891496307,-1.033532517,79,49,144,167,217,236,11,13,2.4,1.78,2.30861,0.38392,9.2255,5.7864
AuSn,-4.146679485,2.967757905,-1.677111755,79,50,144,151,217,233,11,14,2.4,1.96,2.30861,1.11207,9.2255,7.3439
AuW,4.567331675,4.397976405,1.450214562,79,74,144,139,217,210,11,6,2.4,1.7,2.30861,0.8165,9.2255,7.864
AuRe,4.498758307,4.087111206,1.696381565,79,75,144,137,217,217,11,7,2.4,1.9,2.30861,0.060396,9.2255,7.8335
AuOs,4.288730473,4.476832392,2.004630166,79,76,144,135,217,216,11,8,2.4,2.2,2.30861,1.077661,9.2255,8.4382
AuIr,4.465675413,4.506027627,2.086153051,79,77,144,135.5,217,202,11,9,2.4,2.2,2.30861,1.564057,9.2255,8.967
AuPt,4.593474549,4.474828701,1.975389135,79,78,144,138.5,217,209,11,10,2.4,2.2,2.30861,2.1251,9.2255,8.9588
AuAu,4.427308505,4.165067393,1.647175026,79,79,144,144,217,217,11,11,2.4,2.4,2.30861,2.30861,9.2255,9.2255
AuBi,-4.16322624,2.877604118,-1.677111755,79,83,144,154.7,217,243,11,15,2.4,1.9,2.30861,0.942362,9.2255,7.2855
BiTi,-4.925009664,-3.592649382,-2.971546419,83,22,154.7,147,243,187,15,4,1.9,1.54,0.942362,0.07554,7.2855,6.8281
BiV,-0.885700852,-2.141982132,-2.178973803,83,23,154.7,134,243,179,15,5,1.9,1.63,0.942362,0.52766,7.2855,6.7462
BiCr,1.54223078,-1.515375769,-1.933890408,83,24,154.7,128,243,189,15,6,1.9,1.66,0.942362,0.675928,7.2855,6.7665
BiMn,1.596943942,-1.379864583,-1.869342321,83,25,154.7,127,243,197,15,7,1.9,1.55,0.942362,-0.5,7.2855,7.434
BiFe,1.63263431,-0.765714885,-1.645791515,83,26,154.7,126,243,194,15,8,1.9,1.83,0.942362,0.153236,7.2855,7.9024
BiCo,1.63263431,-0.739932982,-1.709004466,83,27,154.7,125,243,192,15,9,1.9,1.88,0.942362,0.662255,7.2855,7.881
BiNi,1.693349306,-2.154369111,-1.945727441,83,28,154.7,124,243,184,15,10,1.9,1.91,0.942362,1.157368,7.2855,7.6399
BiCu,1.670593285,-2.055660203,-1.80424579,83,29,154.7,128,243,186,15,11,1.9,1.9,0.942362,1.23578,7.2855,7.7264
BiZn,1.734027694,-0.624453624,-1.833272119,83,30,154.7,134,243,210,15,12,1.9,1.65,0.942362,-0.6,7.2855,9.3942
BiZr,-5.173876243,-5.395857327,-4.144309523,83,40,154.7,160,243,186,15,4,1.9,1.33,0.942362,0.433283,7.2855,6.6339
BiNb,-5.22865895,-2.772864101,-3.139922385,83,41,154.7,146,243,207,15,5,1.9,1.6,0.942362,0.9174,7.2855,6.7589
BiMo,1.560624733,-1.830956281,-2.343580997,83,42,154.7,139,243,209,15,6,1.9,2.16,0.942362,0.74723,7.2855,7.0924
BiTc,1.548389765,-1.3799332,-2.215861094,83,43,154.7,136,243,209,15,7,1.9,2.1,0.942362,0.636,7.2855,7.28
BiRu,1.608909056,-1.186194359,-1.835476154,83,44,154.7,134,243,207,15,8,1.9,2.2,0.942362,1.04627,7.2855,7.3605
BiRh,1.662446456,-1.290220546,-1.906584616,83,45,154.7,134,243,195,15,9,1.9,2.28,0.942362,1.14289,7.2855,7.4589
BiPd,1.641464846,-0.336221377,-1.939049193,83,46,154.7,137,243,202,15,10,1.9,2.2,0.942362,0.56214,7.2855,8.3369
BiAg,1.513256231,-2.04579373,-2.126343905,83,47,154.7,144,243,203,15,11,1.9,1.93,0.942362,1.30447,7.2855,7.5762
BiCd,-4.357418243,-2.20666905,-2.926933512,83,48,154.7,148.9,243,230,15,12,1.9,1.69,0.942362,-0.7,7.2855,8.9938
BiIn,-5.651992204,-4.401074725,-4.936206915,83,49,154.7,167,243,236,15,13,1.9,1.78,0.942362,0.38392,7.2855,5.7864
BiSn,-5.375357065,-4.266446997,-5.579786153,83,50,154.7,151,243,233,15,14,1.9,1.96,0.942362,1.11207,7.2855,7.3439
BiW,1.500949016,-1.75476196,-2.452459836,83,74,154.7,139,243,210,15,6,1.9,1.7,0.942362,0.8165,7.2855,7.864
BiRe,1.182776189,-1.313881316,-2.206292833,83,75,154.7,137,243,217,15,7,1.9,1.9,0.942362,0.060396,7.2855,7.8335
BiOs,1.243295479,-0.473302685,-1.898044231,83,76,154.7,135,243,216,15,8,1.9,2.2,0.942362,1.077661,7.2855,8.4382
BiIr,1.471416847,-0.480067597,-1.816521347,83,77,154.7,135.5,243,202,15,9,1.9,2.2,0.942362,1.564057,7.2855,8.967
BiPt,1.260264705,-0.744988446,-1.927285263,83,78,154.7,138.5,243,209,15,10,1.9,2.2,0.942362,2.1251,7.2855,8.9588
BiAu,0.762127442,-1.2448705,-2.255499372,83,79,154.7,144,243,217,15,11,1.9,2.4,0.942362,2.30861,7.2855,9.2255
BiBi,-5.543176391,-4.276782227,-5.579786153,83,83,154.7,154.7,243,243,15,15,1.9,1.9,0.942362,0.942362,7.2855,7.2855
